Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2017","Cryptosporidiosis, Cum 2017, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Dengue Virus Infection, Dengue§, Current week","Dengue Virus Infection, Dengue§, Current week, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Med","Dengue Virus Infection, Dengue§, Previous 52 weeks Med, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Max","Dengue Virus Infection, Dengue§, Previous 52 weeks Max, flag","Dengue Virus Infection, Dengue§, Cum 2017","Dengue Virus Infection, Dengue§, Cum 2017, flag","Dengue Virus Infection, Dengue§, Cum 2016","Dengue Virus Infection, Dengue§, Cum 2016, flag","Dengue Virus Infection, Severe Dengue, Current week","Dengue Virus Infection, Severe Dengue, Current week, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max, flag","Dengue Virus Infection, Severe Dengue, Cum 2017","Dengue Virus Infection, Severe Dengue, Cum 2017, flag","Dengue Virus Infection, Severe Dengue, Cum 2016","Dengue Virus Infection, Severe Dengue, Cum 2016, flag",Location 1,Location 2
VIRGINIA,2017,43,7,,3,,10,,162,,219,,,-,0,,2,,8,,28,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2017,43,17,,11,,83,,549,,1702,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2017,43,7,,11,,34,,554,,780,,,-,0,,3,,14,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2017,43,,-,1,,5,,64,,55,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2017,43,1,,4,,13,,138,,281,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW YORK CITY,2017,43,2,,3,,12,,151,,156,,,-,0,,2,,16,,89,,,-,0,,0,,,-,,-,,
COLORADO,2017,44,1,,3,,13,,159,,183,,,-,0,,1,,3,,19,,,-,0,,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2017,44,2,,4,,8,,143,,289,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
E.N. CENTRAL,2017,44,22,,36,,104,,1876,,3422,,,-,1,,5,,39,,75,,,-,0,,1,,3,,1,,,
AMER. SAMOA,2017,44,,N,0,,0,,,N,,N,,-,2,,25,,166,,1,,,-,0,,0,,,-,,-,,
UTAH,2017,44,,-,2,,7,,95,,160,,,-,0,,2,,4,,4,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
S. ATLANTIC,2017,44,4,,25,,66,,1268,,1619,,,-,0,,4,,35,,165,,,-,0,,0,,,-,1,,,
KENTUCKY,2017,44,,-,1,,5,,63,,133,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2017,44,,-,0,,2,,8,,43,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2017,44,,-,2,,8,,94,,126,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MID. ATLANTIC,2017,44,16,,17,,37,,786,,1077,,,-,1,,3,,32,,201,,,-,0,,1,,1,,4,,,
TENNESSEE,2017,44,1,,2,,12,,124,,154,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2017,44,,-,1,,5,,54,,40,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
INDIANA,2017,44,,-,3,,10,,139,,194,,,-,0,,1,,2,,8,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2017,44,3,,2,,15,,93,,515,,,-,0,,1,,2,,13,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
W.S. CENTRAL,2017,44,26,,18,,92,,1144,,913,,,-,0,,4,,23,,49,,,-,0,,1,,2,,2,,,
CONNECTICUT,2017,44,,-,1,,5,,65,,56,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2017,44,3,,6,,20,,310,,320,,,-,0,,1,,4,,20,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MOUNTAIN,2017,44,5,,12,,33,,621,,1116,,,-,0,,3,,10,,53,,,-,0,,1,,1,,1,,,
PUERTO RICO,2017,44,,-,0,,0,,,-,1,,,-,0,,3,,9,,194,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2017,44,,-,0,,4,,15,,18,,,-,0,,1,,8,,14,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGINIA,2017,44,,-,3,,10,,162,,223,,,-,0,,2,,8,,28,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2017,44,4,,6,,16,,324,,430,,,-,0,,1,,3,,21,,,-,0,,1,,1,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2017,44,,-,1,,6,,57,,60,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
VIRGIN ISL.,2017,44,,-,0,,0,,,-,,-,,-,0,,1,,1,,9,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2017,44,,-,0,,4,,36,,33,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2017,44,15,,11,,83,,564,,1733,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WYOMING,2017,44,,-,0,,3,,11,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OREGON,2017,44,4,,5,,26,,224,,294,,,-,0,,1,,4,,14,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MARYLAND,2017,44,1,,1,,11,,84,,108,,,-,0,,2,,5,,12,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW YORK CITY,2017,44,4,,3,,12,,155,,159,,,-,0,,2,,17,,89,,,-,0,,0,,,-,,-,,
VERMONT,2017,44,,-,1,,4,,40,,62,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2017,44,,-,2,,11,,119,,234,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2017,44,4,,2,,60,,137,,148,,,-,0,,1,,1,,4,,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2017,44,7,,11,,34,,571,,797,,,-,0,,3,,14,,7,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2017,44,6,,9,,34,,467,,719,,,-,0,,1,,3,,12,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2017,44,102,,165,,396,,8380,,11940,,,-,6,,17,,261,,923,,,-,0,,1,,7,,10,,,
NEW ENGLAND,2017,44,1,,7,,20,,355,,412,,,-,0,,1,,2,,25,,,-,0,,0,,,-,,-,,
MISSOURI,2017,44,5,,5,,20,,267,,386,,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2017,44,1,,0,,3,,18,,8,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IDAHO,2017,44,1,,2,,6,,79,,103,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MAINE,2017,44,1,,1,,4,,38,,52,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2017,44,,-,1,,9,,95,,65,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2017,44,,-,2,,12,,142,,150,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PACIFIC,2017,44,14,,16,,143,,821,,686,,,-,2,,9,,108,,275,,,-,0,,0,,,-,1,,,
ARKANSAS,2017,44,7,,2,,8,,108,,62,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2017,44,,-,3,,13,,134,,179,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2017,44,,-,8,,25,,421,,506,,,-,0,,2,,10,,64,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2017,44,,-,0,,2,,21,,23,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
C.N.M.I.,2017,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW HAMPSHIRE,2017,44,,-,1,,8,,52,,48,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2017,44,,-,2,,9,,82,,103,,,-,0,,0,,,-,12,,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2017,44,,-,0,,3,,26,,15,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2017,44,,-,6,,19,,326,,401,,,-,0,,1,,7,,16,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2017,44,9,,9,,30,,531,,373,,,-,1,,6,,80,,184,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2017,44,,-,0,,1,,3,,11,,,-,0,,2,,10,,54,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH CAROLINA,2017,44,,-,3,,14,,165,,275,,,-,0,,1,,,-,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2017,44,,-,0,,2,,32,,14,,,-,0,,0,,,-,6,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2017,44,,-,2,,5,,68,,179,,,-,0,,1,,8,,48,,,-,0,,0,,,-,4,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2017,44,15,,14,,65,,872,,592,,,-,0,,4,,21,,36,,,-,0,,1,,1,,2,,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2017,44,,-,0,,131,,45,,,-,,-,0,,3,,13,,19,,,-,0,,0,,,-,1,,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2017,44,8,,5,,14,,239,,309,,,-,0,,2,,4,,43,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2017,44,,-,5,,22,,276,,297,,,-,0,,2,,13,,37,,,-,0,,1,,3,,,-,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2017,44,,-,0,,8,,,-,431,,,-,0,,2,,,-,24,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
W.N. CENTRAL,2017,44,11,,23,,68,,1125,,2079,,,-,0,,2,,7,,58,,,-,0,,0,,,-,,-,,
LOUISIANA,2017,44,,-,0,,6,,27,,111,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
E.S. CENTRAL,2017,44,3,,8,,21,,384,,616,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,,
OREGON,2017,45,4,,5,,11,,229,,297,,,-,0,,1,,4,,14,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
VIRGIN ISL.,2017,45,,-,0,,0,,,-,,-,,-,0,,1,,1,,10,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KANSAS,2017,45,,-,2,,8,,96,,129,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
UTAH,2017,45,,-,2,,7,,95,,161,,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ALASKA,2017,45,,-,0,,3,,18,,8,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2017,45,71,,163,,398,,8522,,12138,,,-,6,,16,,264,,933,,,-,0,,1,,7,,10,,,
TEXAS,2017,45,17,,14,,65,,903,,614,,,-,0,,4,,21,,36,,,-,0,,1,,1,,2,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2017,45,4,,2,,8,,112,,64,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MID. ATLANTIC,2017,45,8,,17,,37,,797,,1084,,,-,1,,2,,32,,201,,,-,0,,1,,1,,4,,,
NEW ENGLAND,2017,45,3,,8,,20,,365,,418,,,-,0,,1,,2,,26,,,-,0,,0,,,-,,-,,
FLORIDA,2017,45,,-,8,,25,,421,,514,,,-,0,,2,,12,,64,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2017,45,1,,2,,6,,83,,109,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2017,45,1,,2,,12,,126,,155,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
CONNECTICUT,2017,45,,-,1,,5,,66,,56,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2017,45,,-,0,,0,,,-,1,,,-,0,,3,,9,,197,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2017,45,,-,0,,1,,3,,11,,,-,0,,2,,10,,54,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2017,45,2,,3,,10,,164,,224,,,-,0,,2,,8,,29,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,45,,-,2,,11,,119,,240,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2017,45,,-,0,,2,,21,,23,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
C.N.M.I.,2017,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WISCONSIN,2017,45,6,,10,,34,,585,,813,,,-,0,,3,,14,,7,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
E.S. CENTRAL,2017,45,3,,8,,21,,388,,629,,,-,0,,2,,5,,14,,,-,0,,0,,,-,,-,,
LOUISIANA,2017,45,,-,0,,6,,27,,113,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2017,45,,-,0,,131,,45,,,-,,-,0,,3,,13,,19,,,-,0,,0,,,-,1,,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2017,45,,-,0,,3,,26,,16,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
W.S. CENTRAL,2017,45,25,,18,,92,,1183,,944,,,-,0,,4,,23,,49,,,-,0,,1,,2,,2,,,
GUAM,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2017,45,2,,3,,13,,140,,180,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2017,45,4,,2,,60,,141,,153,,,-,0,,1,,1,,4,,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2017,45,1,,3,,12,,156,,162,,,-,0,,2,,17,,89,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,45,9,,24,,66,,1283,,1637,,,-,0,,4,,37,,168,,,-,0,,0,,,-,1,,,
MONTANA,2017,45,1,,1,,6,,59,,60,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2017,45,1,,5,,16,,270,,391,,,-,0,,1,,1,,12,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2017,45,,-,4,,7,,143,,296,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
AMER. SAMOA,2017,45,,N,0,,0,,,N,,N,,-,2,,25,,173,,1,,,-,0,,0,,,-,,-,,
WYOMING,2017,45,,-,0,,3,,11,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2017,45,,-,1,,8,,53,,49,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH DAKOTA,2017,45,,-,2,,12,,142,,153,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2017,45,1,,1,,4,,42,,64,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PACIFIC,2017,45,4,,16,,143,,835,,695,,,-,2,,9,,108,,277,,,-,0,,0,,,-,1,,,
NEW MEXICO,2017,45,1,,1,,9,,96,,66,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2017,45,,-,0,,8,,,-,439,,,-,0,,2,,,-,24,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2017,45,,-,0,,4,,15,,18,,,-,0,,1,,8,,16,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSISSIPPI,2017,45,1,,1,,5,,55,,43,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2017,45,,-,6,,19,,333,,408,,,-,0,,1,,7,,17,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2017,45,,-,9,,30,,540,,379,,,-,1,,6,,80,,186,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
W.N. CENTRAL,2017,45,1,,22,,68,,1131,,2112,,,-,0,,2,,7,,58,,,-,0,,0,,,-,,-,,
NEW YORK,2017,45,4,,5,,14,,243,,309,,,-,0,,1,,4,,43,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2017,45,3,,6,,17,,330,,433,,,-,0,,1,,3,,21,,,-,0,,1,,1,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2017,45,,-,0,,2,,8,,43,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH DAKOTA,2017,45,,-,0,,4,,37,,33,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MARYLAND,2017,45,1,,1,,11,,86,,109,,,-,0,,2,,5,,12,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2017,45,6,,6,,20,,318,,325,,,-,0,,1,,4,,20,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MOUNTAIN,2017,45,3,,12,,33,,631,,1135,,,-,0,,2,,10,,54,,,-,0,,1,,1,,1,,,
IOWA,2017,45,,-,9,,34,,467,,727,,,-,0,,1,,3,,12,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
COLORADO,2017,45,,-,3,,13,,159,,188,,,-,0,,1,,3,,19,,,-,0,,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2017,45,,-,3,,14,,165,,277,,,-,0,,0,,,-,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2017,45,,-,1,,4,,38,,53,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
E.N. CENTRAL,2017,45,15,,35,,104,,1909,,3484,,,-,1,,5,,40,,76,,,-,0,,1,,3,,1,,,
NEW JERSEY,2017,45,,-,2,,5,,68,,180,,,-,0,,1,,8,,48,,,-,0,,0,,,-,4,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2017,45,,-,2,,9,,85,,104,,,-,0,,0,,,-,12,,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2017,45,,-,2,,6,,95,,519,,,-,0,,1,,2,,13,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2017,45,1,,1,,4,,64,,135,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEVADA,2017,45,,-,0,,2,,33,,14,,,-,0,,0,,,-,6,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
OHIO,2017,45,9,,11,,83,,574,,1761,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2017,45,,-,5,,22,,275,,305,,,-,0,,2,,14,,37,,,-,0,,1,,3,,,-,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2017,45,,-,3,,10,,142,,197,,,-,0,,1,,2,,8,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
W.N. CENTRAL,2017,46,1,,21,,68,,1138,,2129,,,-,0,,2,,7,,60,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,46,5,,3,,12,,161,,169,,,-,0,,2,,17,,89,,,-,0,,0,,,-,,-,,
GUAM,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IOWA,2017,46,,-,9,,34,,467,,730,,,-,0,,1,,3,,12,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2017,46,,-,2,,9,,85,,106,,,-,0,,0,,,-,12,,,-,0,,0,,,-,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2017,46,2,,6,,20,,329,,329,,,-,0,,1,,4,,20,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2017,46,,-,5,,22,,275,,311,,,-,0,,2,,15,,37,,,-,0,,1,,3,,,-,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2017,46,,-,3,,10,,164,,224,,,-,0,,2,,8,,29,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2017,46,3,,6,,19,,354,,414,,,-,0,,1,,7,,17,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2017,46,6,,2,,60,,147,,156,,,-,0,,1,,1,,4,,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2017,46,1,,8,,21,,405,,641,,,-,0,,2,,5,,15,,,-,0,,0,,,-,,-,,
KENTUCKY,2017,46,1,,1,,4,,65,,136,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2017,46,,-,2,,12,,131,,158,,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2017,46,,-,2,,8,,97,,130,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2017,46,,-,2,,5,,73,,181,,,-,0,,1,,8,,48,,,-,0,,0,,,-,4,,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2017,46,3,,10,,34,,597,,819,,,-,0,,3,,14,,7,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW ENGLAND,2017,46,,-,8,,20,,367,,424,,,-,0,,1,,2,,27,,,-,0,,0,,,-,,-,,
TEXAS,2017,46,6,,14,,65,,914,,634,,,-,0,,4,,26,,39,,,-,0,,1,,1,,2,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2017,46,,-,0,,4,,37,,34,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
W.S. CENTRAL,2017,46,12,,18,,92,,1205,,971,,,-,0,,4,,28,,52,,,-,0,,1,,2,,2,,,
S. ATLANTIC,2017,46,4,,25,,67,,1339,,1660,,,-,0,,4,,37,,168,,,-,0,,0,,,-,1,,,
INDIANA,2017,46,,-,3,,10,,142,,200,,,-,0,,1,,2,,8,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2017,46,,-,1,,4,,43,,65,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2017,46,,-,4,,7,,154,,303,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MAINE,2017,46,,-,1,,4,,38,,53,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MARYLAND,2017,46,2,,1,,11,,88,,110,,,-,0,,2,,5,,12,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
AMER. SAMOA,2017,46,,N,0,,0,,,N,,N,,-,2,,25,,173,,1,,,-,0,,0,,,-,,-,,
NEW YORK,2017,46,5,,5,,14,,248,,313,,,-,0,,1,,4,,44,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2017,46,1,,2,,6,,96,,524,,,-,0,,1,,2,,13,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2017,46,,-,2,,12,,142,,153,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
