Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2
OKLAHOMA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2019,16,,-,3,,12,,3,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
GEORGIA,2019,16,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2019,16,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MARYLAND,2019,16,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MARYLAND,2019,17,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
GUAM,2019,17,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2019,17,,-,2,,1,,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
MISSOURI,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
SOUTH ATLANTIC,2019,17,,-,11,,35,,9,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
MINNESOTA,2019,17,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
US RESIDENTS,2019,17,,-,24,,91,,50,,,-,1,,2,,1,,,-,1,,,-,,-,,US RESIDENTS
KENTUCKY,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
WYOMING,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
RHODE ISLAND,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
WEST SOUTH CENTRAL,2019,17,,-,3,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
INDIANA,2019,17,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
TENNESSEE,2019,17,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
OKLAHOMA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
OREGON,2019,17,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",
UTAH,2019,17,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
ARIZONA,2019,17,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
PUERTO RICO,2019,17,,-,1,,1,,,-,,-,1,,2,,,-,,-,1,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2019,17,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
VIRGINIA,2019,17,,-,2,,2,,1,,,-,1,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
US TERRITORIES,2019,17,,-,1,,1,,151,,,-,1,,2,,,-,,-,1,,,-,,-,,US TERRITORIES
NORTH CAROLINA,2019,17,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
NEBRASKA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
MISSISSIPPI,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH CAROLINA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
WEST VIRGINIA,2019,17,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
NEW YORK,2019,17,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
NEW ENGLAND,2019,17,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
MONTANA,2019,17,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
NEVADA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
HAWAII,2019,17,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NEW HAMPSHIRE,2019,17,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
GEORGIA,2019,17,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
ARKANSAS,2019,17,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK CITY,2019,17,,-,3,,12,,3,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
MIDDLE ATLANTIC,2019,17,,-,5,,21,,8,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC
SOUTH DAKOTA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
LOUISIANA,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
ALASKA,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
DISTRICT OF COLUMBIA,2019,17,,-,1,,,-,2,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
CONNECTICUT,2019,17,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
MOUNTAIN,2019,17,,-,2,,4,,2,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
NORTH DAKOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
PACIFIC,2019,17,,-,8,,19,,21,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
MAINE,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
VERMONT,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
ALABAMA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
COLORADO,2019,17,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
WEST NORTH CENTRAL,2019,17,,-,6,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL
CALIFORNIA,2019,17,,-,7,,8,,11,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MASSACHUSETTS,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
EAST SOUTH CENTRAL,2019,17,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
KANSAS,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
IDAHO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
NEW JERSEY,2019,17,,-,5,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
ILLINOIS,2019,17,,-,2,,2,,3,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
TOTAL,2019,17,,-,24,,92,,201,,,-,1,,4,,1,,,-,1,,,-,,-,,TOTAL
DELAWARE,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
TEXAS,2019,17,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
PENNSYLVANIA,2019,17,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
AMERICAN SAMOA,2019,17,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
WASHINGTON,2019,17,,-,3,,8,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
WISCONSIN,2019,17,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
FLORIDA,2019,17,,-,9,,24,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",
MICHIGAN,2019,17,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
NEW MEXICO,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
EAST NORTH CENTRAL,2019,17,,-,4,,6,,6,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
NEW YORK,2019,18,1,,2,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
WYOMING,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
NEW MEXICO,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
PACIFIC,2019,18,,-,8,,19,,22,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
MAINE,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
NORTHERN MARIANA ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PENNSYLVANIA,2019,18,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
OKLAHOMA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
MISSISSIPPI,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
UTAH,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
EAST SOUTH CENTRAL,2019,18,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
SOUTH ATLANTIC,2019,18,,-,11,,36,,10,,,-,0,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
U.S. VIRGIN ISLANDS,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
FLORIDA,2019,18,,-,9,,25,,2,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",
IDAHO,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",
NEBRASKA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
ARKANSAS,2019,18,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
COLORADO,2019,18,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",
CALIFORNIA,2019,18,,-,7,,8,,12,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
PUERTO RICO,2019,18,,-,1,,1,,,-,,-,1,,2,,,-,,-,1,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2019,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
VIRGINIA,2019,18,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
WEST VIRGINIA,2019,18,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
MASSACHUSETTS,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
KENTUCKY,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
SOUTH CAROLINA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
GUAM,2019,18,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2019,18,,-,2,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
TENNESSEE,2019,18,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",
LOUISIANA,2019,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
INDIANA,2019,18,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
NEW YORK CITY,2019,18,,-,3,,12,,3,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
MICHIGAN,2019,18,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
GEORGIA,2019,18,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
NEVADA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
NEW HAMPSHIRE,2019,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",
RHODE ISLAND,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
NEW ENGLAND,2019,18,,-,2,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND
WASHINGTON,2019,18,,-,3,,8,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
ALABAMA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
MISSOURI,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
WEST SOUTH CENTRAL,2019,18,,-,3,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL
WISCONSIN,2019,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
MOUNTAIN,2019,18,,-,2,,4,,2,,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,18,1,,24,,95,,205,,,-,1,,4,,1,,,-,2,,,-,,-,,TOTAL
OREGON,2019,18,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",
ILLINOIS,2019,18,,-,2,,2,,3,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
NORTH DAKOTA,2019,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
ARIZONA,2019,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
US TERRITORIES,2019,18,,-,1,,1,,151,,,-,1,,2,,,-,,-,1,,,-,,-,,US TERRITORIES
MONTANA,2019,18,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
CONNECTICUT,2019,18,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
MINNESOTA,2019,18,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
OHIO,2019,18,,-,2,,1,,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
IOWA,2019,18,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
AMERICAN SAMOA,2019,18,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
KANSAS,2019,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",
MIDDLE ATLANTIC,2019,18,1,,5,,23,,8,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC
DISTRICT OF COLUMBIA,2019,18,,-,0,,,-,2,,,-,0,,,-,1,,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
WEST NORTH CENTRAL,2019,18,,-,6,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL
US RESIDENTS,2019,18,1,,24,,94,,54,,,-,1,,2,,1,,,-,2,,,-,,-,,US RESIDENTS
ALASKA,2019,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",
HAWAII,2019,18,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
TEXAS,2019,18,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
EAST NORTH CENTRAL,2019,18,,-,4,,6,,6,,,-,1,,1,,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL
SOUTH DAKOTA,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
NEW JERSEY,2019,18,,-,5,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
MARYLAND,2019,18,,-,2,,4,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
VERMONT,2019,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
AMERICAN SAMOA,2019,19,,-,0,,,-,150,,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
MASSACHUSETTS,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
TEXAS,2019,19,,-,3,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",
ILLINOIS,2019,19,,-,2,,3,,3,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
NORTH DAKOTA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
HAWAII,2019,19,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
U.S. VIRGIN ISLANDS,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
CALIFORNIA,2019,19,,-,7,,12,,12,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",
PENNSYLVANIA,2019,19,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",
ALABAMA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
NEVADA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",
ARKANSAS,2019,19,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
WYOMING,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",
MONTANA,2019,19,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",
NEW MEXICO,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
FLORIDA,2019,19,,-,9,,25,,3,,,-,0,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",
MISSOURI,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
EAST SOUTH CENTRAL,2019,19,,-,3,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MIDDLE ATLANTIC,2019,19,,-,5,,23,,8,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC
SOUTH ATLANTIC,2019,19,,-,11,,37,,12,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC
US TERRITORIES,2019,19,,-,1,,1,,151,,,-,1,,2,,,-,,-,1,,,-,,-,,US TERRITORIES
GEORGIA,2019,19,,-,2,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
MICHIGAN,2019,19,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",
LOUISIANA,2019,19,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
NEW YORK,2019,19,,-,2,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",
OKLAHOMA,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
MINNESOTA,2019,19,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
OHIO,2019,19,,-,2,,1,,1,,,-,1,,1,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
WEST VIRGINIA,2019,19,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",
INDIANA,2019,19,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
PUERTO RICO,2019,19,,-,1,,1,,,-,,-,1,,2,,,-,,-,1,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
US RESIDENTS,2019,19,1,,24,,101,,57,,,-,1,,2,,1,,,-,2,,,-,,-,,US RESIDENTS
DELAWARE,2019,19,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
WASHINGTON,2019,19,,-,3,,8,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
PACIFIC,2019,19,,-,8,,23,,22,,,-,1,,1,,,-,,-,1,,,-,,-,,PACIFIC
NEW JERSEY,2019,19,,-,5,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",
MISSISSIPPI,2019,19,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
SOUTH CAROLINA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",
OREGON,2019,19,,-,1,,2,,3,,,-,1,,1,,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",
SOUTH DAKOTA,2019,19,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",
UTAH,2019,19,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",
WISCONSIN,2019,19,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
