Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2016","Dengue§, Cum 2016, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2016","Dengue Severe, Cum 2016, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag",Location 1,Location 2
GUAM,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2016,26,3,,6,,17,,154,,114,,,-,0,,3,,12,,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,26,,-,0,,2,,5,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TEXAS,2016,26,6,,12,,34,,203,,207,,,-,0,,3,,11,,7,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,26,,-,1,,5,,25,,24,,,-,0,,4,,4,,4,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,26,,-,1,,5,,31,,15,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
HAWAII,2016,26,,-,0,,5,,,-,3,,,-,1,,25,,54,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2016,26,,-,4,,46,,87,,55,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2016,26,13,,12,,57,,209,,287,,,-,1,,6,,25,,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2016,26,,-,3,,19,,55,,59,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
IOWA,2016,26,,-,7,,22,,139,,114,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2016,26,,-,0,,0,,,-,,-,,-,2,,27,,123,,25,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2016,26,2,,6,,17,,123,,120,,,-,0,,2,,11,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2016,26,,-,1,,10,,1,,32,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
UNITED STATES,2016,27,61,,141,,406,,3135,,3204,,,-,17,,50,,321,,251,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,27,3,,7,,26,,134,,140,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,27,2,,14,,44,,333,,242,,,-,4,,11,,60,,55,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,27,1,,2,,11,,51,,33,,,-,0,,6,,,-,17,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,27,17,,28,,90,,656,,607,,,-,1,,7,,25,,19,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,27,3,,22,,98,,345,,520,,,-,1,,3,,11,,12,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,27,13,,30,,91,,572,,652,,,-,3,,9,,54,,45,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,27,,-,0,,0,,,-,,-,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,27,6,,9,,66,,206,,237,,,-,0,,1,,3,,12,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,27,12,,19,,78,,353,,338,,,-,1,,4,,16,,11,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,27,3,,11,,26,,207,,225,,,-,1,,4,,16,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2016,27,2,,14,,128,,329,,243,,,-,5,,30,,128,,75,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,27,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,27,,-,0,,0,,,-,,-,,-,0,,4,,14,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
RHODE ISLAND,2016,27,,-,0,,4,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2016,27,3,,2,,36,,68,,23,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2016,27,,-,0,,2,,4,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2016,27,,-,2,,7,,32,,18,,,-,1,,4,,26,,21,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,27,,-,1,,30,,5,,104,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,27,,-,1,,5,,26,,25,,,-,0,,4,,4,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,27,,-,5,,20,,94,,67,,,-,1,,5,,22,,11,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2016,27,2,,4,,21,,72,,58,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,27,2,,10,,30,,226,,212,,,-,0,,2,,5,,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2016,27,,-,0,,3,,11,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2016,27,2,,4,,46,,89,,62,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2016,27,,-,0,,3,,14,,15,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2016,27,1,,8,,22,,156,,126,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2016,27,,-,2,,9,,32,,67,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,27,,-,2,,16,,46,,51,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2016,27,9,,12,,57,,218,,299,,,-,1,,6,,27,,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2016,27,,-,1,,3,,18,,18,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2016,27,,-,3,,60,,64,,70,,,-,0,,4,,8,,10,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2016,27,,-,3,,9,,67,,92,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
COLORADO,2016,27,,-,1,,10,,1,,33,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2016,27,6,,4,,22,,63,,77,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2016,27,,-,1,,18,,,-,106,,,-,0,,3,,3,,7,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2016,27,1,,1,,4,,21,,14,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,27,,-,3,,19,,55,,67,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2016,27,1,,2,,10,,57,,35,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
VERMONT,2016,27,,-,0,,7,,7,,16,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2016,27,7,,5,,13,,127,,98,,,-,0,,3,,6,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,27,6,,12,,34,,219,,224,,,-,0,,3,,12,,9,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2016,27,,-,3,,41,,72,,98,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,27,,-,0,,3,,6,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2016,27,,-,0,,2,,8,,8,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2016,27,,-,1,,5,,31,,16,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,27,1,,6,,17,,156,,124,,,-,0,,3,,12,,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MARYLAND,2016,27,1,,2,,7,,37,,25,,,-,0,,2,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KENTUCKY,2016,27,,-,2,,6,,53,,44,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2016,27,3,,1,,8,,34,,24,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2016,27,1,,6,,17,,125,,128,,,-,0,,2,,11,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,27,8,,8,,26,,172,,135,,,-,0,,1,,4,,4,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2016,27,,-,3,,25,,59,,104,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,27,1,,3,,12,,72,,70,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,27,,-,1,,5,,32,,21,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2016,27,,-,0,,110,,22,,,-,,-,0,,3,,9,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2016,27,,-,0,,2,,,-,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2016,27,,-,0,,0,,,-,,-,,-,2,,27,,125,,25,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
UTAH,2016,27,2,,3,,7,,62,,78,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
GUAM,2016,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CONNECTICUT,2016,27,1,,1,,10,,16,,20,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2016,27,,-,7,,12,,153,,162,,,-,2,,15,,60,,60,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2016,27,,-,0,,2,,5,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OREGON,2016,27,2,,6,,11,,149,,76,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEW MEXICO,2016,27,,-,1,,5,,24,,16,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2016,27,,-,0,,5,,,-,4,,,-,1,,25,,54,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
UNITED STATES,2016,28,84,,141,,406,,3293,,3403,,,-,17,,48,,326,,268,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,28,3,,7,,26,,142,,148,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,28,12,,14,,44,,349,,255,,,-,4,,11,,60,,57,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,28,2,,2,,11,,53,,35,,,-,0,,6,,,-,17,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,28,25,,28,,90,,702,,647,,,-,1,,7,,27,,26,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,28,3,,20,,98,,361,,559,,,-,1,,3,,11,,13,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,28,18,,28,,91,,593,,689,,,-,3,,9,,57,,49,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,28,3,,9,,66,,221,,247,,,-,0,,1,,3,,12,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,28,14,,18,,78,,369,,360,,,-,1,,5,,18,,11,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,28,2,,10,,26,,214,,241,,,-,1,,4,,14,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2016,28,4,,14,,128,,342,,257,,,-,5,,30,,128,,78,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,28,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
VIRGIN ISL.,2016,28,,-,0,,0,,,-,,-,,-,0,,4,,14,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
CONNECTICUT,2016,28,,-,1,,10,,18,,23,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW JERSEY,2016,28,,-,2,,7,,32,,19,,,-,1,,4,,26,,22,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2016,28,,-,2,,10,,57,,37,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
OREGON,2016,28,2,,6,,11,,153,,79,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSOURI,2016,28,,-,1,,30,,5,,110,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2016,28,,-,1,,5,,32,,26,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEVADA,2016,28,,-,0,,3,,6,,4,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,28,1,,1,,5,,28,,25,,,-,0,,4,,5,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,28,18,,8,,26,,190,,143,,,-,0,,1,,4,,5,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2016,28,3,,4,,21,,75,,61,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,28,3,,10,,30,,243,,228,,,-,0,,2,,5,,3,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2016,28,,-,3,,9,,71,,97,,,-,0,,1,,4,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,28,1,,3,,41,,84,,99,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,28,,-,2,,6,,54,,47,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
COLORADO,2016,28,,-,1,,10,,1,,37,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2016,28,,-,1,,3,,18,,19,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2016,28,,-,0,,5,,,-,4,,,-,1,,25,,54,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2016,28,3,,6,,17,,162,,130,,,-,0,,3,,12,,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2016,28,7,,5,,20,,102,,71,,,-,1,,5,,22,,12,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MAINE,2016,28,1,,1,,4,,22,,15,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
UTAH,2016,28,,-,3,,7,,65,,85,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
FLORIDA,2016,28,13,,12,,57,,231,,317,,,-,1,,6,,27,,23,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2016,28,4,,5,,13,,132,,102,,,-,0,,3,,6,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ILLINOIS,2016,28,,-,3,,60,,66,,77,,,-,0,,4,,8,,14,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WEST VIRGINIA,2016,28,,-,0,,2,,8,,8,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
RHODE ISLAND,2016,28,,-,0,,4,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,28,3,,6,,17,,130,,138,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2016,28,2,,7,,12,,162,,173,,,-,2,,15,,60,,63,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2016,28,,-,3,,19,,55,,74,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
DIST. OF COL.,2016,29,,-,0,,0,,,-,,-,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,DIST. OF COL.,
NORTH CAROLINA,2016,28,,-,3,,25,,59,,104,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,28,,-,2,,16,,49,,51,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ALASKA,2016,28,,-,0,,2,,5,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2016,28,,-,1,,5,,24,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
DELAWARE,2016,28,,-,0,,2,,4,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2016,28,,-,1,,8,,34,,26,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2016,28,2,,4,,22,,65,,82,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2016,28,2,,3,,12,,74,,73,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,28,,-,0,,7,,7,,16,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,28,,-,0,,3,,12,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2016,28,,-,8,,22,,165,,138,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MARYLAND,2016,28,2,,2,,7,,39,,27,,,-,0,,2,,8,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW HAMPSHIRE,2016,28,,-,0,,3,,17,,16,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2016,28,5,,2,,36,,73,,26,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
LOUISIANA,2016,28,,-,2,,9,,32,,69,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2016,28,,-,0,,2,,,-,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MINNESOTA,2016,28,,-,0,,18,,,-,116,,,-,0,,3,,3,,7,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
TEXAS,2016,28,9,,11,,34,,230,,239,,,-,1,,4,,15,,9,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MONTANA,2016,28,1,,1,,5,,33,,17,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2016,28,,-,0,,110,,22,,,-,,-,0,,3,,9,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,28,,-,4,,46,,90,,64,,,-,0,,2,,5,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2016,28,,-,0,,0,,,-,,-,,-,2,,27,,131,,26,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
UNITED STATES,2016,29,112,,141,,406,,3555,,3625,,,-,17,,48,,341,,282,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,29,3,,7,,26,,149,,157,,,-,0,,2,,7,,13,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,29,15,,14,,44,,368,,282,,,-,4,,11,,63,,62,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,29,7,,2,,11,,60,,40,,,-,0,,6,,,-,18,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,29,30,,28,,90,,774,,692,,,-,1,,4,,27,,26,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,29,4,,21,,98,,415,,591,,,-,0,,3,,11,,15,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,29,26,,26,,91,,626,,737,,,-,3,,9,,59,,53,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2016,29,3,,9,,66,,238,,253,,,-,0,,2,,4,,12,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,29,25,,17,,78,,401,,381,,,-,1,,4,,18,,12,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,29,5,,10,,26,,223,,260,,,-,1,,4,,15,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2016,29,1,,14,,128,,361,,272,,,-,5,,30,,136,,80,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,29,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,29,,-,0,,0,,,-,,-,,-,0,,4,,14,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
SOUTH CAROLINA,2016,29,,-,1,,5,,32,,27,,,-,0,,2,,4,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2016,29,,-,3,,9,,73,,101,,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEVADA,2016,29,,-,0,,3,,6,,4,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2016,29,3,,2,,7,,42,,28,,,-,0,,2,,8,,2,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2016,29,,-,0,,2,,,-,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UTAH,2016,29,1,,3,,7,,68,,87,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2016,29,,-,0,,2,,8,,9,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2016,29,2,,0,,7,,10,,16,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2016,29,,-,0,,0,,,-,,-,,-,2,,27,,143,,28,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2016,29,3,,5,,13,,140,,110,,,-,0,,3,,6,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,29,,-,1,,5,,33,,19,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2016,29,2,,4,,22,,67,,84,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
