Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue, Cum 2019†","Dengue virus infections, Dengue, Cum 2019†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Cum 2019†","Dengue virus infections, Dengue-like illness, Cum 2019†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue,  Cum 2020†, flag","Dengue virus infections, Severe dengue,  Cum 2019†","Dengue virus infections, Severe dengue, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
EAST SOUTH CENTRAL,2020,47,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204738,
NORTH DAKOTA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204726,POINT (-100.46931 47.446305)
NEVADA,2020,47,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20204753,POINT (-114.916992 39.283294)
ILLINOIS,2020,47,,-,2,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20204715,POINT (-89.148632 40.124144)
IOWA,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204721,POINT (-93.500061 42.074659)
TEXAS,2020,47,2,,7,,24,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20204747,POINT (-99.317341 31.447238)
ALASKA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20204758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,47,,-,1,,1,,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204730,POINT (-77.016275 38.904785)
WASHINGTON,2020,47,,-,1,,7,,,-,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20204762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,47,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20204702,
RHODE ISLAND,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20204707,POINT (-71.534637 41.572574)
OREGON,2020,47,,-,1,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20204761,POINT (-120.605279 43.940449)
DELAWARE,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204729,POINT (-75.452394 38.994926)
ALABAMA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20204739,POINT (-86.844516 32.756889)
KANSAS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,47,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20204734,POINT (-79.130883 35.52603)
GUAM,2020,47,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204766,POINT (144.653198 13.3532)
NEW JERSEY,2020,47,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20204754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,47,,-,3,,18,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204714,
TENNESSEE,2020,47,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20204703,POINT (-72.738288 41.575155)
MARYLAND,2020,47,,-,2,,2,,,-,,-,1,,1,,,-,,-,0,,,-,,-,MARYLAND,,20204733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20204735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20204746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204765,POINT (145.725693 15.1834)
OHIO,2020,47,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20204718,POINT (-82.70936 40.415534)
MINNESOTA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204723,POINT (-94.198308 46.349153)
LOUISIANA,2020,47,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204745,POINT (-91.840238 30.921314)
HAWAII,2020,47,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,47,,-,16,,118,,,-,,-,1,,2,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20204728,
PENNSYLVANIA,2020,47,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204713,POINT (-77.838886 40.896694)
UTAH,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20204755,POINT (-111.678222 39.323779)
COLORADO,2020,47,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204750,POINT (-105.547832 38.998552)
VERMONT,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20204708,POINT (-72.662695 44.075252)
KENTUCKY,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20204740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,47,,-,22,,428,,,-,,-,5,,52,,,-,,-,2,,19,,,-,PUERTO RICO,,20204767,POINT (-66.414655 18.215692)
MAINE,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20204704,POINT (-69.06137 45.117911)
VIRGINIA,2020,47,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204736,POINT (-78.666382 37.510861)
ARIZONA,2020,47,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20204749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204764,
WISCONSIN,2020,47,,-,2,,6,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204719,POINT (-89.732969 44.639954)
IDAHO,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,47,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204768,POINT (-64.840836 18.060868)
MICHIGAN,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20204717,POINT (-85.730977 44.874798)
GEORGIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20204712,
ARKANSAS,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20204744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20204741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,47,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20204727,POINT (-100.230491 44.43614)
WYOMING,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204756,POINT (-107.55145 42.999627)
MISSOURI,2020,47,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20204724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,47,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204709,
CALIFORNIA,2020,47,,-,6,,38,,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20204759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20204737,POINT (-80.613729 38.642579)
FLORIDA,2020,47,,-,16,,103,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20204731,POINT (-82.420978 28.260731)
MONTANA,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20204752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,47,,-,1,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204720,
MASSACHUSETTS,2020,47,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,47,,-,2,,11,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,MOUNTAIN,20204748,
INDIANA,2020,47,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,47,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204769,
US TERRITORIES,2020,47,,-,22,,430,,,-,,-,5,,52,,,-,,-,2,,19,,,-,,US TERRITORIES,20204763,
TOTAL,2020,48,,-,36,,726,,,-,,-,5,,58,,,-,,-,2,,19,,,-,,TOTAL,20204870,
US RESIDENTS,2020,48,,-,19,,278,,,-,,-,1,,4,,,-,,-,0,,,-,,-,,US RESIDENTS,20204801,
NEW HAMPSHIRE,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204806,POINT (-71.57139 43.680429)
NEW YORK,2020,48,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204811,POINT (-75.59655 42.921241)
PACIFIC,2020,48,,-,7,,68,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,PACIFIC,20204857,
WEST SOUTH CENTRAL,2020,48,,-,7,,33,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204843,
NEBRASKA,2020,48,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20204825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204838,
NORTH DAKOTA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204826,POINT (-100.46931 47.446305)
NEVADA,2020,48,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20204853,POINT (-114.916992 39.283294)
ILLINOIS,2020,48,,-,2,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20204815,POINT (-89.148632 40.124144)
IOWA,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204821,POINT (-93.500061 42.074659)
TEXAS,2020,48,,-,7,,29,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20204847,POINT (-99.317341 31.447238)
ALASKA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20204858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,48,,-,1,,1,,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204830,POINT (-77.016275 38.904785)
WASHINGTON,2020,48,,-,1,,7,,,-,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20204862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,48,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20204802,
RHODE ISLAND,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20204807,POINT (-71.534637 41.572574)
OREGON,2020,48,,-,1,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20204861,POINT (-120.605279 43.940449)
DELAWARE,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204829,POINT (-75.452394 38.994926)
ALABAMA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20204839,POINT (-86.844516 32.756889)
KANSAS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,48,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20204834,POINT (-79.130883 35.52603)
GUAM,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204866,POINT (144.653198 13.3532)
NEW JERSEY,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20204854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,48,,-,3,,18,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204814,
TENNESSEE,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20204803,POINT (-72.738288 41.575155)
MARYLAND,2020,48,,-,2,,2,,,-,,-,1,,1,,,-,,-,0,,,-,,-,MARYLAND,,20204833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20204835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20204846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204865,POINT (145.725693 15.1834)
OHIO,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20204818,POINT (-82.70936 40.415534)
MINNESOTA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204823,POINT (-94.198308 46.349153)
LOUISIANA,2020,48,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204845,POINT (-91.840238 30.921314)
HAWAII,2020,48,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,48,,-,16,,118,,,-,,-,1,,2,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20204828,
PENNSYLVANIA,2020,48,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204813,POINT (-77.838886 40.896694)
UTAH,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20204855,POINT (-111.678222 39.323779)
COLORADO,2020,48,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20204850,POINT (-105.547832 38.998552)
VERMONT,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20204808,POINT (-72.662695 44.075252)
KENTUCKY,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20204840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,48,,-,22,,446,,,-,,-,5,,54,,,-,,-,2,,19,,,-,PUERTO RICO,,20204867,POINT (-66.414655 18.215692)
MAINE,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20204804,POINT (-69.06137 45.117911)
VIRGINIA,2020,48,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20204836,POINT (-78.666382 37.510861)
ARIZONA,2020,48,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20204849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204864,
WISCONSIN,2020,48,,-,2,,6,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20204819,POINT (-89.732969 44.639954)
IDAHO,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20204851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,48,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204868,POINT (-64.840836 18.060868)
MICHIGAN,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20204817,POINT (-85.730977 44.874798)
GEORGIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20204832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20204812,
ARKANSAS,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20204844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20204841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,48,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20204827,POINT (-100.230491 44.43614)
WYOMING,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204856,POINT (-107.55145 42.999627)
MISSOURI,2020,48,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20204824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,48,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204809,
CALIFORNIA,2020,48,,-,6,,49,,,-,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20204859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20204837,POINT (-80.613729 38.642579)
FLORIDA,2020,48,,-,16,,103,,,-,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20204831,POINT (-82.420978 28.260731)
MONTANA,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20204852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,48,,-,1,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204820,
MASSACHUSETTS,2020,48,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20204805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,48,,-,2,,12,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,MOUNTAIN,20204848,
INDIANA,2020,48,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20204816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,48,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204869,
US TERRITORIES,2020,48,,-,22,,448,,,-,,-,5,,54,,,-,,-,2,,19,,,-,,US TERRITORIES,20204863,
TOTAL,2020,49,,-,36,,758,,,-,,-,5,,62,,,-,,-,2,,20,,,-,,TOTAL,20204970,
US RESIDENTS,2020,49,,-,19,,282,,,-,,-,1,,4,,,-,,-,0,,,-,,-,,US RESIDENTS,20204901,
NEW HAMPSHIRE,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204906,POINT (-71.57139 43.680429)
NEW YORK,2020,49,,-,2,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20204911,POINT (-75.59655 42.921241)
PACIFIC,2020,49,,-,7,,68,,,-,,-,1,,1,,,-,,-,0,,,-,,-,,PACIFIC,20204957,
WEST SOUTH CENTRAL,2020,49,,-,7,,37,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20204943,
NEBRASKA,2020,49,,-,1,,4,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20204925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,49,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20204938,
NORTH DAKOTA,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20204926,POINT (-100.46931 47.446305)
NEVADA,2020,49,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,NEVADA,,20204953,POINT (-114.916992 39.283294)
ILLINOIS,2020,49,,-,2,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20204915,POINT (-89.148632 40.124144)
IOWA,2020,49,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20204921,POINT (-93.500061 42.074659)
TEXAS,2020,49,,-,7,,33,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20204947,POINT (-99.317341 31.447238)
ALASKA,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20204958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,49,,-,1,,1,,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204930,POINT (-77.016275 38.904785)
WASHINGTON,2020,49,,-,1,,7,,,-,,-,1,,1,,,-,,-,0,,,-,,-,WASHINGTON,,20204962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,49,,-,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20204902,
RHODE ISLAND,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20204907,POINT (-71.534637 41.572574)
OREGON,2020,49,,-,1,,7,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20204961,POINT (-120.605279 43.940449)
DELAWARE,2020,49,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20204929,POINT (-75.452394 38.994926)
ALABAMA,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20204939,POINT (-86.844516 32.756889)
KANSAS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,49,,-,2,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20204934,POINT (-79.130883 35.52603)
GUAM,2020,49,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204966,POINT (144.653198 13.3532)
NEW JERSEY,2020,49,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20204910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,49,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20204954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,49,,-,3,,18,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20204914,
TENNESSEE,2020,49,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20204942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20204903,POINT (-72.738288 41.575155)
MARYLAND,2020,49,,-,2,,2,,,-,,-,1,,1,,,-,,-,0,,,-,,-,MARYLAND,,20204933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,49,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20204935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20204946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204965,POINT (145.725693 15.1834)
OHIO,2020,49,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20204918,POINT (-82.70936 40.415534)
MINNESOTA,2020,49,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20204923,POINT (-94.198308 46.349153)
LOUISIANA,2020,49,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20204945,POINT (-91.840238 30.921314)
HAWAII,2020,49,,-,1,,5,,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20204960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,49,,-,16,,118,,,-,,-,1,,2,,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20204928,
PENNSYLVANIA,2020,49,,-,1,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20204913,POINT (-77.838886 40.896694)
UTAH,2020,49,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20204955,POINT (-111.678222 39.323779)
