Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
NEBRASKA,2015,31,4,,2,,9,,72,,59,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2015,31,,-,0,,1,,3,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PACIFIC,2015,31,3,,10,,21,,294,,309,,,-,2,,8,,29,,69,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,31,52,,29,,152,,811,,813,,,-,1,,5,,19,,74,,,-,0,,0,,,-,,-,,
FLORIDA,2015,31,35,,15,,122,,394,,431,,,-,0,,5,,8,,47,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2015,31,1,,0,,1,,5,,1,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2015,31,,-,1,,6,,18,,104,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2015,31,,-,3,,9,,72,,67,,,-,0,,2,,2,,14,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2015,31,1,,1,,10,,31,,45,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2015,31,,-,1,,6,,17,,30,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2015,31,,-,0,,0,,,-,,-,,-,1,,12,,26,,428,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGIN ISL.,2015,31,,-,0,,0,,,-,,-,,-,0,,2,,3,,13,,,-,0,,0,,,-,,-,VIRGIN ISL.,
MINNESOTA,2015,31,,-,0,,18,,,-,149,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WEST VIRGINIA,2015,31,,-,0,,3,,9,,4,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2015,31,115,,118,,363,,3377,,3823,,,-,7,,38,,136,,314,,,-,0,,0,,,-,,-,,
NEVADA,2015,31,,-,0,,2,,4,,8,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2015,8,27,,113,,337,,580,,664,,,-,8,,26,,19,,73,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,8,,-,5,,17,,11,,31,,,-,0,,3,,1,,6,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,8,2,,11,,35,,55,,74,,,-,2,,10,,3,,14,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,8,2,,21,,76,,103,,133,,,-,0,,4,,2,,6,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,8,4,,14,,39,,61,,84,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,8,13,,30,,150,,175,,181,,,-,2,,6,,5,,23,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,8,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2015,8,,-,8,,22,,53,,42,,,-,0,,3,,4,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,8,1,,12,,33,,41,,47,,,-,0,,4,,1,,3,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,8,,-,8,,22,,32,,49,,,-,0,,11,,,-,5,,,-,0,,0,,,-,,-,,
PACIFIC,2015,8,5,,9,,24,,49,,23,,,-,2,,7,,2,,14,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,8,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2015,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,8,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,VIRGIN ISL.,
MID. ATLANTIC,2015,31,15,,11,,35,,294,,378,,,-,1,,9,,25,,79,,,-,0,,0,,,-,,-,,
WASHINGTON,2015,31,,-,0,,15,,33,,33,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
W.N. CENTRAL,2015,31,4,,13,,57,,352,,634,,,-,0,,1,,5,,6,,,-,0,,0,,,-,,-,,
ARIZONA,2015,31,,-,1,,4,,30,,31,,,-,0,,22,,1,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2015,31,12,,3,,13,,96,,105,,,-,0,,2,,4,,19,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2015,31,,-,0,,7,,14,,9,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2015,31,,-,0,,3,,17,,19,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2015,31,,-,0,,5,,16,,29,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2015,31,,-,6,,15,,174,,205,,,-,1,,8,,25,,59,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2015,31,3,,4,,13,,105,,122,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2015,31,7,,8,,30,,233,,258,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2015,31,4,,5,,20,,178,,176,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2015,31,2,,5,,17,,144,,193,,,-,0,,2,,3,,4,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2015,31,,-,0,,1,,2,,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2015,31,,-,1,,9,,19,,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2015,31,1,,1,,12,,30,,14,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW ENGLAND,2015,31,,-,5,,17,,149,,159,,,-,0,,2,,9,,27,,,-,0,,0,,,-,,-,,
NORTH CAROLINA,2015,31,1,,0,,62,,111,,93,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2015,31,,-,2,,6,,49,,37,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2015,31,,-,3,,11,,77,,90,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
E.S. CENTRAL,2015,31,10,,9,,22,,268,,182,,,-,0,,5,,16,,4,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,31,1,,2,,6,,41,,49,,,-,0,,4,,12,,22,,,-,0,,0,,,-,,-,NEW YORK CITY,
GUAM,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2015,31,9,,8,,22,,202,,171,,,-,0,,3,,10,,16,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2015,31,,-,3,,9,,72,,73,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
COLORADO,2015,31,,-,0,,6,,3,,46,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2015,31,7,,2,,12,,98,,51,,,-,0,,5,,15,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2015,31,,-,2,,7,,63,,100,,,-,0,,2,,11,,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
C.N.M.I.,2015,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MARYLAND,2015,31,5,,1,,5,,33,,38,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
DIST. OF COL.,2015,31,,-,0,,1,,1,,3,,,-,0,,3,,3,,1,,,-,0,,0,,,-,,-,DIST. OF COL.,
UTAH,2015,31,,-,2,,5,,81,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ALABAMA,2015,31,3,,3,,9,,104,,64,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2015,31,1,,1,,14,,43,,38,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
AMER. SAMOA,2015,31,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
MOUNTAIN,2015,31,3,,8,,23,,221,,245,,,-,0,,22,,2,,16,,,-,0,,0,,,-,,-,,
WYOMING,2015,31,,-,0,,4,,19,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
W.S. CENTRAL,2015,31,14,,12,,33,,332,,357,,,-,0,,4,,10,,20,,,-,0,,0,,,-,,-,,
NEW JERSEY,2015,31,,-,1,,6,,13,,31,,,-,0,,6,,6,,34,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.121601, -74.321404)",
VIRGINIA,2015,31,3,,2,,9,,70,,76,,,-,0,,3,,3,,7,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2015,31,3,,1,,3,,28,,46,,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2015,31,,-,1,,6,,52,,42,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2015,31,,-,0,,4,,7,,10,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2015,31,2,,1,,5,,22,,35,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2015,31,,-,4,,10,,129,,175,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2015,31,5,,5,,20,,162,,119,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
E.N. CENTRAL,2015,31,14,,22,,74,,656,,746,,,-,0,,4,,21,,19,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,39,,-,5,,18,,271,,248,,,-,0,,1,,4,,31,,,-,0,,0,,,-,,-,,
NORTH CAROLINA,2015,39,6,,0,,62,,155,,119,,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2015,39,152,,119,,360,,5866,,6430,,,-,2,,38,,72,,435,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2015,39,12,,2,,13,,92,,68,,,-,0,,2,,4,,36,,,-,0,,0,,,-,,-,NEW YORK CITY,
ALASKA,2015,39,,-,0,,1,,4,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2015,39,9,,3,,22,,214,,72,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2015,9,56,,116,,338,,680,,753,,,-,9,,26,,21,,80,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,9,2,,5,,17,,13,,32,,,-,0,,3,,1,,6,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,9,1,,11,,35,,59,,88,,,-,2,,10,,4,,18,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,9,9,,21,,76,,125,,156,,,-,0,,4,,2,,6,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,9,3,,14,,39,,70,,95,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,9,20,,31,,151,,200,,202,,,-,2,,6,,6,,25,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,9,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2015,9,3,,8,,22,,60,,45,,,-,0,,3,,4,,1,,,-,0,,0,,,-,,-,,
VIRGINIA,2015,39,2,,2,,14,,128,,114,,,-,0,,3,,,-,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MOUNTAIN,2015,9,2,,8,,23,,39,,56,,,-,0,,11,,,-,5,,,-,0,,0,,,-,,-,,
PACIFIC,2015,9,12,,9,,24,,67,,27,,,-,2,,7,,2,,15,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,9,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,9,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW MEXICO,2015,32,,-,1,,9,,24,,50,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2015,32,,-,0,,4,,19,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2015,32,203,,118,,363,,3728,,4134,,,-,7,,38,,138,,332,,,-,0,,0,,,-,,-,,
VIRGINIA,2015,32,4,,2,,9,,77,,81,,,-,0,,3,,3,,7,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MID. ATLANTIC,2015,32,23,,11,,35,,320,,412,,,-,1,,9,,27,,87,,,-,0,,0,,,-,,-,,
GEORGIA,2015,32,9,,5,,20,,177,,126,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2015,32,11,,5,,17,,162,,209,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2015,32,,-,0,,15,,33,,33,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2015,32,,-,1,,10,,31,,47,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2015,32,30,,22,,74,,711,,803,,,-,0,,4,,20,,19,,,-,0,,0,,,-,,-,,
TENNESSEE,2015,32,14,,2,,12,,113,,54,,,-,0,,5,,15,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2015,32,,-,1,,14,,44,,41,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
AMER. SAMOA,2015,32,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
KENTUCKY,2015,32,3,,2,,6,,52,,38,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2015,32,,-,2,,9,,74,,82,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2015,32,,-,2,,7,,69,,100,,,-,0,,2,,10,,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2015,32,,-,0,,0,,,-,,-,,-,1,,12,,26,,436,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2015,32,,-,3,,11,,77,,92,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MONTANA,2015,32,1,,1,,5,,23,,37,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2015,32,,-,0,,1,,3,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2015,32,39,,3,,9,,144,,69,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW ENGLAND,2015,32,8,,5,,17,,175,,167,,,-,0,,2,,9,,27,,,-,0,,0,,,-,,-,,
CALIFORNIA,2015,32,2,,5,,15,,178,,216,,,-,1,,8,,25,,61,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2015,32,1,,1,,5,,34,,32,,,-,0,,22,,1,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2015,32,3,,8,,30,,252,,286,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2015,32,,-,0,,18,,,-,157,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2015,32,1,,0,,5,,19,,29,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
PACIFIC,2015,32,6,,9,,22,,306,,322,,,-,1,,8,,29,,71,,,-,0,,0,,,-,,-,,
NEBRASKA,2015,32,6,,2,,9,,78,,62,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2015,32,29,,15,,122,,423,,520,,,-,0,,5,,8,,51,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2015,32,,-,0,,1,,6,,2,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2015,32,,-,0,,3,,17,,19,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2015,32,6,,1,,7,,56,,47,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2015,32,1,,4,,13,,109,,134,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
UTAH,2015,32,1,,2,,5,,87,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2015,32,6,,3,,9,,90,,69,,,-,0,,2,,2,,14,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2015,32,4,,2,,17,,74,,140,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.31111, -92.445)",
NEW JERSEY,2015,32,,-,1,,6,,13,,33,,,-,0,,6,,6,,38,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.121601, -74.321404)",
NEW YORK,2015,32,11,,3,,13,,103,,118,,,-,0,,2,,4,,21,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MOUNTAIN,2015,32,9,,9,,23,,291,,263,,,-,0,,22,,2,,16,,,-,0,,0,,,-,,-,,
RHODE ISLAND,2015,32,,-,0,,4,,8,,10,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MARYLAND,2015,32,3,,1,,5,,36,,39,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2015,32,,-,0,,3,,9,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2015,32,18,,12,,33,,358,,382,,,-,0,,4,,11,,22,,,-,0,,0,,,-,,-,,
TEXAS,2015,32,10,,8,,22,,219,,179,,,-,0,,3,,11,,18,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
C.N.M.I.,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEW YORK CITY,2015,32,1,,2,,6,,42,,52,,,-,0,,4,,14,,23,,,-,0,,0,,,-,,-,NEW YORK CITY,
VERMONT,2015,32,,-,0,,7,,15,,12,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
VIRGIN ISL.,2015,32,,-,0,,0,,,-,,-,,-,0,,2,,3,,13,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEVADA,2015,32,,-,0,,2,,4,,9,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2015,32,1,,1,,3,,26,,28,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
KANSAS,2015,32,,-,1,,6,,52,,45,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
E.S. CENTRAL,2015,32,56,,9,,22,,329,,192,,,-,0,,5,,16,,5,,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2015,32,,-,1,,16,,9,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2015,10,67,,117,,338,,820,,880,,,-,9,,32,,25,,83,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,10,3,,5,,17,,39,,37,,,-,0,,3,,1,,7,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,10,9,,11,,36,,68,,97,,,-,2,,10,,6,,19,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,10,6,,22,,76,,149,,176,,,-,0,,4,,2,,6,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,10,2,,14,,39,,78,,105,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,10,21,,31,,151,,227,,223,,,-,2,,6,,7,,26,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,10,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2015,10,11,,8,,22,,79,,49,,,-,0,,3,,4,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,10,4,,12,,33,,51,,63,,,-,0,,4,,2,,3,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,10,3,,8,,23,,47,,62,,,-,0,,17,,,-,5,,,-,0,,0,,,-,,-,,
PACIFIC,2015,10,8,,10,,24,,82,,68,,,-,2,,8,,2,,15,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,10,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,10,,-,0,,0,,,-,,-,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,VIRGIN ISL.,
OREGON,2015,32,2,,2,,6,,85,,69,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSOURI,2015,32,,-,1,,6,,18,,108,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH CAROLINA,2015,32,,-,0,,62,,111,,93,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
W.N. CENTRAL,2015,32,6,,13,,57,,371,,675,,,-,0,,1,,5,,7,,,-,0,,0,,,-,,-,,
IOWA,2015,32,,-,4,,11,,140,,182,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GUAM,2015,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
S. ATLANTIC,2015,32,47,,30,,152,,867,,918,,,-,1,,5,,19,,78,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,32,,-,0,,1,,1,,3,,,-,0,,3,,3,,1,,,-,0,,0,,,-,,-,DIST. OF COL.,
MISSISSIPPI,2015,32,,-,1,,6,,20,,31,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2015,32,26,,5,,20,,204,,191,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2015,32,2,,1,,3,,30,,48,,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2015,32,4,,1,,12,,34,,16,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2015,32,2,,0,,1,,4,,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGIN ISL.,2015,39,,-,0,,0,,,-,,-,,-,0,,1,,,-,16,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
COLORADO,2015,39,,-,1,,7,,61,,63,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
LOUISIANA,2015,39,,-,2,,7,,96,,216,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.31111, -92.445)",
