Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue,  Cum 2021†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
NEW HAMPSHIRE,2021,38,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20213806,POINT (-71.57139 43.680429)
NEW YORK,2021,38,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213811,POINT (-75.59655 42.921241)
PACIFIC,2021,38,,-,6,,4,,75,,,-,0,,,-,2,,,-,0,,,-,,-,,PACIFIC,20213857,
WEST SOUTH CENTRAL,2021,38,,-,13,,5,,13,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213843,
NEBRASKA,2021,38,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20213825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,38,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213838,
NORTH DAKOTA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213826,POINT (-100.46931 47.446305)
NEVADA,2021,38,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20213853,POINT (-114.916992 39.283294)
ILLINOIS,2021,38,,-,3,,1,,11,,,-,0,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20213815,POINT (-89.148632 40.124144)
IOWA,2021,38,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213821,POINT (-93.500061 42.074659)
TEXAS,2021,38,,-,13,,4,,9,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20213847,POINT (-99.317341 31.447238)
ALASKA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,38,,-,0,,,-,2,,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213830,POINT (-77.016275 38.904785)
WASHINGTON,2021,38,,-,0,,,-,7,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20213862,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,38,,-,3,,1,,17,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20213802,
RHODE ISLAND,2021,38,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213807,POINT (-71.534637 41.572574)
OREGON,2021,38,,-,2,,1,,6,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20213861,POINT (-120.605279 43.940449)
DELAWARE,2021,38,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213829,POINT (-75.452394 38.994926)
ALABAMA,2021,38,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213839,POINT (-86.844516 32.756889)
KANSAS,2021,38,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,38,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20213834,POINT (-79.130883 35.52603)
GUAM,2021,38,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213866,POINT (144.653198 13.3532)
NEW JERSEY,2021,38,,-,1,,1,,2,,,-,1,,1,,,-,,-,0,,,-,,-,NEW JERSEY,,20213810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,38,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20213854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,38,,-,3,,5,,23,,,-,0,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20213814,
TENNESSEE,2021,38,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20213842,POINT (-86.343226 35.842998)
AMERICAN SAMOA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213864,
CONNECTICUT,2021,38,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20213803,POINT (-72.738288 41.575155)
MARYLAND,2021,38,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20213833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,38,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20213835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20213846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213865,POINT (145.725693 15.1834)
OHIO,2021,38,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20213818,POINT (-82.70936 40.415534)
MINNESOTA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213823,POINT (-94.198308 46.349153)
LOUISIANA,2021,38,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20213845,POINT (-91.840238 30.921314)
HAWAII,2021,38,,-,0,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,38,,-,8,,11,,102,,,-,1,,1,,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213828,
PENNSYLVANIA,2021,38,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213813,POINT (-77.838886 40.896694)
UTAH,2021,38,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20213855,POINT (-111.678222 39.323779)
COLORADO,2021,38,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20213850,POINT (-105.547832 38.998552)
VERMONT,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20213808,POINT (-72.662695 44.075252)
KENTUCKY,2021,38,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20213840,POINT (-85.290484 37.526683)
PUERTO RICO,2021,38,,-,30,,322,,336,,,-,7,,60,,39,,,-,3,,22,,16,,PUERTO RICO,,20213867,POINT (-66.414655 18.215692)
MAINE,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20213804,POINT (-69.06137 45.117911)
VIRGINIA,2021,38,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20213836,POINT (-78.666382 37.510861)
ARIZONA,2021,38,,-,2,,4,,4,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20213849,POINT (-111.664616 34.293239)
WISCONSIN,2021,38,,-,0,,,-,7,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20213819,POINT (-89.732969 44.639954)
IDAHO,2021,38,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20213851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213868,POINT (-64.840836 18.060868)
MICHIGAN,2021,38,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20213817,POINT (-85.730977 44.874798)
GEORGIA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20213832,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,38,,-,1,,,-,24,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20213812,
ARKANSAS,2021,38,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20213844,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20213841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,38,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20213827,POINT (-100.230491 44.43614)
WYOMING,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20213856,POINT (-107.55145 42.999627)
MISSOURI,2021,38,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20213824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,38,,-,1,,2,,40,,,-,1,,1,,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20213809,
CALIFORNIA,2021,38,,-,6,,3,,57,,,-,0,,,-,1,,,-,0,,,-,,-,CALIFORNIA,,20213859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20213837,POINT (-80.613729 38.642579)
FLORIDA,2021,38,,-,8,,10,,86,,,-,1,,,-,2,,,-,0,,,-,,-,FLORIDA,,20213831,POINT (-82.420978 28.260731)
MONTANA,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20213852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,38,,-,2,,3,,10,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20213820,
MASSACHUSETTS,2021,38,,-,0,,,-,12,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20213805,POINT (-71.481104 42.151077)
MOUNTAIN,2021,38,,-,3,,6,,11,,,-,1,,1,,1,,,-,0,,,-,,-,,MOUNTAIN,20213848,
INDIANA,2021,38,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20213816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,38,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20213869,
US TERRITORIES,2021,38,,-,30,,323,,338,,,-,7,,60,,39,,,-,3,,22,,16,,,US TERRITORIES,20213863,
TOTAL,2021,44,,-,42,,422,,892,,,-,7,,70,,115,,,-,3,,25,,19,,,TOTAL,20214470,
US RESIDENTS,2021,44,,-,14,,66,,429,,,-,1,,3,,57,,,-,1,,2,,,-,,US RESIDENTS,20214401,
NEW HAMPSHIRE,2021,44,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20214406,POINT (-71.57139 43.680429)
NEW ENGLAND,2021,39,,-,3,,1,,17,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20213902,
NEW ENGLAND,2021,46,,-,1,,4,,20,,,-,0,,,-,,-,,-,1,,1,,,-,,NEW ENGLAND,20214602,
NEW YORK,2021,44,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20214411,POINT (-75.59655 42.921241)
PACIFIC,2021,44,,-,5,,12,,92,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20214457,
WEST SOUTH CENTRAL,2021,44,,-,13,,7,,28,,,-,1,,,-,,-,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20214443,
NEBRASKA,2021,44,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20214425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,44,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20214438,
NORTH DAKOTA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20214426,POINT (-100.46931 47.446305)
NEVADA,2021,44,,-,0,,,-,3,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20214453,POINT (-114.916992 39.283294)
ILLINOIS,2021,44,,-,2,,5,,17,,,-,0,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20214415,POINT (-89.148632 40.124144)
IOWA,2021,44,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20214421,POINT (-93.500061 42.074659)
TEXAS,2021,44,,-,13,,6,,22,,,-,1,,,-,,-,,-,1,,1,,,-,TEXAS,,20214447,POINT (-99.317341 31.447238)
ALASKA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20214458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,44,,-,0,,,-,2,,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20214430,POINT (-77.016275 38.904785)
WASHINGTON,2021,44,,-,1,,2,,7,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20214462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,44,,-,1,,4,,20,,,-,0,,,-,,-,,-,1,,1,,,-,,NEW ENGLAND,20214402,
RHODE ISLAND,2021,44,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20214407,POINT (-71.534637 41.572574)
OREGON,2021,44,,-,1,,1,,7,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20214461,POINT (-120.605279 43.940449)
DELAWARE,2021,44,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20214429,POINT (-75.452394 38.994926)
ALABAMA,2021,44,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20214439,POINT (-86.844516 32.756889)
KANSAS,2021,44,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20214422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,44,,-,1,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20214434,POINT (-79.130883 35.52603)
GUAM,2021,44,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20214466,POINT (144.653198 13.3532)
NEW JERSEY,2021,44,,-,2,,5,,2,,,-,1,,1,,,-,,-,0,,,-,,-,NEW JERSEY,,20214410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,44,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20214454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,44,,-,2,,10,,30,,,-,0,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20214414,
TENNESSEE,2021,44,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20214442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,44,,-,0,,,-,7,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20214403,POINT (-72.738288 41.575155)
MARYLAND,2021,44,,-,1,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20214433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,44,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20214435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,44,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20214446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20214465,POINT (145.725693 15.1834)
OHIO,2021,44,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20214418,POINT (-82.70936 40.415534)
MINNESOTA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20214423,POINT (-94.198308 46.349153)
LOUISIANA,2021,44,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20214445,POINT (-91.840238 30.921314)
HAWAII,2021,44,,-,0,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20214460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,44,,-,4,,12,,119,,,-,1,,1,,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20214428,
PENNSYLVANIA,2021,44,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20214413,POINT (-77.838886 40.896694)
UTAH,2021,44,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20214455,POINT (-111.678222 39.323779)
COLORADO,2021,44,,-,1,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20214450,POINT (-105.547832 38.998552)
VERMONT,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20214408,POINT (-72.662695 44.075252)
KENTUCKY,2021,44,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20214440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,44,,-,30,,355,,461,,,-,7,,67,,58,,,-,3,,23,,19,,PUERTO RICO,,20214467,POINT (-66.414655 18.215692)
MAINE,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20214404,POINT (-69.06137 45.117911)
VIRGINIA,2021,44,,-,0,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20214436,POINT (-78.666382 37.510861)
ARIZONA,2021,44,,-,2,,5,,4,,,-,1,,1,,1,,,-,0,,,-,,-,ARIZONA,,20214449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20214464,
WISCONSIN,2021,44,,-,0,,,-,7,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20214419,POINT (-89.732969 44.639954)
IDAHO,2021,44,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20214451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20214468,POINT (-64.840836 18.060868)
MICHIGAN,2021,44,,-,1,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20214417,POINT (-85.730977 44.874798)
GEORGIA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20214432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,44,,-,2,,2,,94,,,-,0,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY,20214412,
ARKANSAS,2021,44,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20214444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20214441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,44,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20214427,POINT (-100.230491 44.43614)
WYOMING,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20214456,POINT (-107.55145 42.999627)
MISSOURI,2021,44,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20214424,POINT (-92.477244 38.3675)
TOTAL,2021,39,,-,42,,365,,663,,,-,7,,63,,47,,,-,3,,22,,17,,,TOTAL,20213970,
US RESIDENTS,2021,39,,-,15,,39,,309,,,-,1,,3,,5,,,-,1,,,-,,-,,US RESIDENTS,20213901,
NEW HAMPSHIRE,2021,39,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20213906,POINT (-71.57139 43.680429)
NEW YORK,2021,39,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20213911,POINT (-75.59655 42.921241)
PACIFIC,2021,39,,-,6,,5,,76,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20213957,
WEST SOUTH CENTRAL,2021,39,,-,13,,5,,15,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20213943,
NEBRASKA,2021,39,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20213925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,39,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20213938,
NORTH DAKOTA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20213926,POINT (-100.46931 47.446305)
NEVADA,2021,39,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20213953,POINT (-114.916992 39.283294)
ILLINOIS,2021,39,,-,3,,1,,12,,,-,0,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20213915,POINT (-89.148632 40.124144)
IOWA,2021,39,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20213921,POINT (-93.500061 42.074659)
TEXAS,2021,39,,-,13,,4,,9,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20213947,POINT (-99.317341 31.447238)
ALASKA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20213958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,39,,-,0,,,-,2,,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213930,POINT (-77.016275 38.904785)
WASHINGTON,2021,39,,-,1,,1,,7,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20213962,POINT (-120.592492 47.411715)
RHODE ISLAND,2021,39,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20213907,POINT (-71.534637 41.572574)
OREGON,2021,39,,-,2,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20213961,POINT (-120.605279 43.940449)
DELAWARE,2021,39,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20213929,POINT (-75.452394 38.994926)
ALABAMA,2021,39,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20213939,POINT (-86.844516 32.756889)
KANSAS,2021,39,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20213922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,39,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20213934,POINT (-79.130883 35.52603)
GUAM,2021,39,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213966,POINT (144.653198 13.3532)
NEW JERSEY,2021,39,,-,1,,1,,2,,,-,1,,1,,,-,,-,0,,,-,,-,NEW JERSEY,,20213910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,39,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20213954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,39,,-,3,,5,,24,,,-,0,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20213914,
TENNESSEE,2021,39,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20213942,POINT (-86.343226 35.842998)
CONNECTICUT,2021,39,,-,2,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20213903,POINT (-72.738288 41.575155)
MARYLAND,2021,39,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20213933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,39,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20213935,POINT (-80.864614 33.878572)
MIDDLE ATLANTIC,2021,44,,-,2,,8,,110,,,-,1,,1,,1,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20214409,
CALIFORNIA,2021,44,,-,5,,9,,73,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20214459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20214437,POINT (-80.613729 38.642579)
FLORIDA,2021,44,,-,4,,9,,100,,,-,1,,,-,2,,,-,0,,,-,,-,FLORIDA,,20214431,POINT (-82.420978 28.260731)
MONTANA,2021,44,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20214452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,44,,-,2,,4,,11,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20214420,
OKLAHOMA,2021,39,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20213946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213965,POINT (145.725693 15.1834)
OHIO,2021,39,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20213918,POINT (-82.70936 40.415534)
MINNESOTA,2021,39,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20213923,POINT (-94.198308 46.349153)
LOUISIANA,2021,39,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20213945,POINT (-91.840238 30.921314)
HAWAII,2021,39,,-,0,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20213960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,39,,-,4,,11,,110,,,-,1,,1,,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20213928,
PENNSYLVANIA,2021,39,,-,1,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20213913,POINT (-77.838886 40.896694)
